,Course,Daytime/evening attendance,Mother's occupation,Tuition fees up to date,Scholarship holder,Age at enrollment,credits_enrolled_anual,evaluations_anual,credits_approved_anual,mean_grade_anual,Clasificador(Target)
1111,12,1,7,1,1,19,15,18,14,12.732142857142858,0
1112,12,1,10,1,1,20,14,18,11,12.56,0
1113,17,0,4,1,0,25,10,22,6,11.0,0
1114,12,1,10,1,1,19,15,22,13,13.90904761904762,0
1115,12,1,10,1,0,19,16,16,16,13.11625,0
1116,5,1,2,0,0,19,11,5,0,0.0,1
1117,12,1,10,1,0,20,15,17,13,13.135714285714286,0
1118,13,1,10,1,0,25,15,32,12,11.778571428571428,0
1119,12,1,6,1,1,20,14,14,12,12.333333333333334,0
1120,10,1,10,1,0,24,12,19,9,16.075,0
1121,14,1,6,1,0,20,10,12,10,13.266666666666666,0
1122,12,1,5,1,0,21,15,17,15,13.924652777777776,0
1123,4,1,10,1,1,19,12,19,11,13.0,0
1124,15,1,10,1,1,19,12,12,12,13.166666666666668,0
1125,14,1,10,1,1,21,10,10,9,13.1,0
1126,12,1,3,1,0,28,15,18,15,16.79388888888889,0
1127,10,1,10,0,1,19,12,16,10,10.8,0
1128,9,1,10,1,1,18,10,11,10,13.8,0
1129,12,1,6,1,1,18,16,16,14,12.114285714285714,0
1130,12,1,8,1,1,18,16,16,16,13.05875,0
1131,12,1,10,1,0,22,16,16,14,13.285714285714286,0
1132,9,1,32,1,0,19,10,17,7,10.833333333333332,0
1133,12,1,10,1,1,18,15,15,15,14.616964285714284,0
1134,11,1,6,0,0,20,12,0,0,0.0,1
1135,2,1,6,0,0,26,19,21,7,11.125,1
1136,5,1,10,1,1,18,12,14,12,13.8125,0
1137,11,1,5,1,1,21,12,19,9,11.916666666666666,1
1138,12,1,4,1,0,18,16,16,14,13.297142857142855,0
1139,6,1,5,1,0,20,12,23,12,14.086538461538462,0
1140,12,1,6,1,0,18,15,24,14,13.101666666666668,0
1141,9,1,8,1,1,19,10,13,8,11.7,0
1142,14,1,3,1,0,20,10,10,8,14.375,1
1143,16,1,10,1,1,18,12,13,12,12.952380952380953,0
1144,9,1,10,1,1,20,10,17,7,12.3125,0
1145,3,0,1,1,0,22,12,16,10,12.8,0
1146,2,1,5,1,0,18,0,0,0,0.0,0
1147,17,0,6,1,0,21,10,14,9,11.45,0
1148,16,1,10,1,0,18,14,23,12,12.083333333333332,0
1149,12,1,5,1,0,18,16,16,14,13.485714285714284,0
1150,5,1,5,1,1,18,12,14,12,11.642857142857142,0
1151,2,1,10,1,0,19,0,0,0,0.0,1
1152,9,1,4,1,0,19,10,18,6,12.38095238095238,0
1153,12,1,10,1,0,19,14,17,10,13.35,0
1154,12,1,8,1,0,19,16,22,14,13.258571428571427,0
1155,9,1,11,1,0,19,10,19,8,12.125,0
1156,11,1,10,0,0,19,12,24,4,10.833333333333332,1
1157,11,1,10,1,1,21,12,13,12,13.035714285714285,0
1158,15,1,10,1,1,20,12,18,10,11.816666666666666,0
1159,9,1,4,1,1,20,10,14,10,13.742857142857144,0
1160,17,0,10,1,0,41,10,14,10,11.4,0
1161,12,1,4,1,0,32,14,24,11,13.13125,0
1162,12,1,10,1,0,18,16,16,14,14.652857142857142,0
1163,3,0,4,1,1,35,12,15,12,11.333333333333334,0
1164,12,1,10,0,0,32,14,19,4,6.85,1
1165,3,0,6,1,0,37,19,19,19,14.238636363636363,0
1166,9,1,10,1,0,30,15,21,14,11.446428571428571,1
1167,15,1,1,1,0,23,12,20,11,12.666666666666668,0
1168,15,1,3,1,1,20,12,13,12,13.928571428571429,1
1169,14,1,6,1,0,21,10,13,8,11.625,0
1170,9,1,6,1,0,19,10,11,10,12.2,0
1171,12,1,5,1,1,18,16,16,14,15.07,0
1172,7,1,1,1,0,18,10,13,2,11.0,1
1173,17,0,5,1,0,24,10,11,9,12.333333333333332,0
1174,14,1,10,1,0,22,12,22,8,12.8,0
1175,11,1,6,1,0,18,12,14,7,11.125,1
1176,10,1,6,1,0,18,12,19,11,12.86904761904762,0
1177,5,1,10,1,0,21,12,13,10,14.4,0
1178,12,1,10,1,0,38,14,27,5,10.916666666666668,1
1179,13,1,10,1,1,19,15,22,15,12.56875,0
1180,12,1,10,1,0,36,14,26,7,11.916666666666668,1
1181,6,1,10,1,0,18,10,18,8,11.875,0
1182,12,1,6,1,0,19,15,21,13,12.253125,0
1183,6,1,10,0,0,21,19,32,13,13.475,1
1184,12,1,30,1,0,19,15,21,12,12.765833333333331,0
1185,10,1,10,1,1,18,12,19,11,11.714285714285715,0
1186,12,1,10,1,0,45,21,23,21,12.83409090909091,0
1187,9,1,10,1,0,20,10,19,2,10.5,1
1188,11,1,6,1,0,18,12,18,10,11.583333333333332,0
1189,14,1,5,1,1,18,12,15,12,13.571428571428571,0
1190,8,1,1,1,0,25,10,18,0,0.0,1
1191,12,1,5,1,0,19,16,18,14,12.04142857142857,0
1192,2,1,8,1,1,18,0,0,0,0.0,0
1193,11,1,4,1,0,39,25,30,25,14.176282051282053,0
1194,4,1,10,1,0,29,31,33,31,15.376068376068377,0
1195,16,1,5,1,0,18,14,17,13,12.107142857142858,0
1196,5,1,10,0,0,23,9,3,2,5.0,1
1197,16,1,6,1,0,21,12,21,7,11.291666666666668,1
1198,10,1,5,0,0,18,12,12,12,14.833333333333332,0
1199,6,1,6,1,0,23,12,15,12,15.973214285714285,0
1200,8,1,5,1,0,18,12,14,12,15.142857142857142,0
1201,3,0,5,1,0,32,12,15,11,12.983333333333334,0
1202,9,1,10,0,0,29,10,22,5,12.733333333333334,1
1203,10,1,32,1,1,20,12,16,9,11.675,0
1204,10,1,1,0,0,28,12,23,1,6.5,1
1205,9,1,2,1,0,27,10,20,7,12.8125,0
1206,12,1,12,1,0,22,28,28,24,12.333333333333334,0
1207,4,1,10,1,0,37,12,22,12,12.8875,0
1208,3,0,1,0,0,28,12,12,1,5.5,1
1209,4,1,10,0,0,43,12,23,8,11.375,1
1210,13,1,10,0,0,32,15,15,0,0.0,1
1211,10,1,10,1,1,20,12,24,9,11.125,0
1212,12,1,10,1,1,35,16,18,16,13.63,0
1213,14,1,1,1,0,21,10,15,7,12.25,0
1214,12,1,8,1,1,18,14,16,13,12.88095238095238,0
1215,12,1,4,1,1,18,15,16,15,16.63888888888889,0
1216,10,1,6,1,0,18,12,21,9,12.0,0
1217,3,0,8,1,0,22,12,13,12,12.892857142857142,0
1218,12,1,5,1,0,19,16,16,14,12.764285714285714,0
1219,9,1,10,1,1,18,10,14,10,12.958333333333332,0
1220,2,1,4,1,0,19,0,0,0,0.0,1
1221,12,1,10,1,1,18,15,16,15,15.14380952380952,0
1222,17,0,6,0,0,31,10,14,0,0.0,1
1223,3,0,2,1,1,33,12,16,11,13.166666666666668,0
1224,12,1,8,1,1,19,16,16,16,13.57625,0
1225,10,1,8,1,1,18,12,13,12,15.488095238095235,0
1226,9,1,5,1,0,23,10,16,8,11.133333333333333,0
1227,10,1,6,1,0,20,12,17,11,11.6,0
1228,12,1,5,1,0,18,16,16,16,13.76375,0
1229,6,1,5,1,0,21,18,24,13,12.725,0
1230,10,1,6,1,1,22,12,20,10,11.457142857142856,0
1231,10,1,5,1,0,20,12,13,12,11.916666666666666,0
1232,12,1,5,1,0,23,14,16,12,14.357142857142858,0
1233,15,1,5,1,0,19,12,12,12,12.75,0
1234,12,1,2,1,0,19,16,16,14,13.925714285714283,0
1235,17,0,8,1,0,26,10,18,5,11.5,1
1236,12,1,5,1,0,18,15,16,15,13.593650793650792,0
1237,7,1,8,1,0,18,10,10,1,8.0,1
1238,4,1,10,1,0,20,12,18,12,13.1625,0
1239,14,1,5,1,0,19,12,13,0,0.0,1
1240,17,0,10,0,0,32,13,13,9,11.2,1
1241,8,1,5,0,0,31,9,21,5,11.333333333333332,1
1242,7,1,5,1,0,25,10,24,2,10.5,0
1243,6,1,10,1,0,21,12,24,10,13.333333333333332,0
1244,17,0,5,0,0,31,11,16,5,10.875,1
1245,16,1,6,1,0,34,14,18,2,11.5,1
1246,10,1,10,1,1,18,12,17,12,13.166666666666668,0
1247,10,1,10,1,0,19,12,0,0,0.0,1
1248,14,1,4,1,0,21,12,23,2,11.5,0
1249,16,1,6,0,0,18,12,21,8,12.4,1
1250,11,1,5,1,0,20,12,13,12,15.416666666666668,0
1251,15,1,10,1,0,20,12,13,12,12.345238095238097,0
1252,14,1,8,1,1,18,12,21,10,12.166666666666668,0
1253,10,1,8,1,0,19,12,18,10,12.041666666666668,0
1254,6,1,6,1,0,19,10,12,4,7.375,0
1255,8,1,6,1,1,30,12,23,1,5.0,1
1256,10,1,6,1,0,19,12,13,12,12.428571428571429,0
1257,13,1,8,1,0,19,15,17,15,12.738888888888887,0
1258,12,1,5,1,1,19,16,16,14,13.6,0
1259,6,1,10,1,0,19,12,15,12,15.9375,0
1260,10,1,4,1,0,20,12,16,11,11.65,0
1261,7,1,10,1,0,25,11,12,2,7.0,1
1262,15,1,10,1,0,19,12,0,0,0.0,1
1263,16,1,8,1,1,34,12,17,12,16.17142857142857,0
1264,12,1,10,1,1,18,16,16,14,11.785714285714286,0
1265,12,1,5,1,1,18,16,16,16,13.42375,0
1266,14,1,10,1,0,20,12,18,11,13.333333333333332,0
1267,12,1,10,1,1,20,16,16,14,12.464285714285714,0
1268,17,0,29,1,0,23,20,33,13,12.4875,0
1269,14,1,7,1,0,28,12,17,1,5.0,1
1270,15,1,10,1,0,18,12,18,11,12.514285714285714,0
1271,9,1,10,1,0,19,10,11,9,12.5,0
1272,9,1,10,1,0,34,10,13,6,11.0,1
1273,16,1,8,1,0,35,13,7,0,0.0,1
1274,17,0,10,1,0,32,10,15,10,11.966666666666669,0
1275,11,1,5,1,0,19,12,14,12,12.833333333333332,0
1276,14,1,10,1,0,18,12,17,9,13.133333333333333,0
1277,9,1,10,0,0,35,10,16,9,12.15,1
1278,3,0,5,1,1,24,12,16,8,11.875,0
1279,10,1,10,1,1,20,12,15,12,12.169642857142858,0
1280,15,1,5,1,1,18,12,14,12,13.25,0
1281,12,1,8,1,1,20,16,16,14,13.024285714285714,0
1282,11,1,5,0,0,18,12,12,0,0.0,1
1283,7,1,5,1,1,18,10,14,10,17.952380952380953,0
1284,14,1,6,1,1,20,10,14,8,11.25,0
1285,16,1,4,1,0,19,14,19,12,13.083333333333332,1
1286,5,1,5,1,1,20,12,15,11,12.5875,0
1287,10,1,10,1,0,19,12,14,12,12.333333333333334,0
1288,15,1,1,1,0,20,12,20,9,12.05,0
1289,12,1,10,1,0,22,15,17,13,14.052380952380954,0
1290,7,1,10,1,1,18,11,18,10,13.5625,0
1291,12,1,10,1,0,19,16,16,14,14.285714285714286,0
1292,4,1,10,1,0,22,12,27,5,10.875,1
1293,7,1,3,1,0,20,10,10,10,16.200000000000003,0
1294,4,1,10,0,0,34,12,7,0,0.0,1
1295,3,0,5,1,0,24,11,19,1,5.0,1
1296,14,1,1,1,0,26,10,10,0,0.0,1
1297,12,1,10,1,0,35,14,19,9,12.49,1
1298,17,0,5,1,0,22,10,16,10,12.114285714285714,0
1299,11,1,6,1,0,26,12,21,7,11.0,0
1300,9,1,4,1,0,19,10,12,3,6.166666666666667,1
1301,11,1,4,0,0,19,12,0,0,0.0,1
1302,2,1,3,1,0,20,0,0,0,0.0,0
1303,14,1,2,1,0,21,19,21,18,12.716666666666669,0
1304,15,1,8,1,1,19,12,13,12,14.857142857142858,0
1305,15,1,10,1,0,18,12,13,12,12.75,0
1306,4,1,9,1,1,23,22,26,22,13.842307692307692,0
1307,9,1,6,1,1,18,10,11,10,12.8,0
1308,12,1,6,1,0,18,16,16,14,13.314285714285717,0
1309,12,1,10,1,0,19,16,16,14,11.98857142857143,0
1310,9,1,21,1,0,21,20,30,19,12.217171717171716,0
1311,6,1,10,1,1,18,12,21,12,15.16826923076923,0
1312,15,1,10,1,1,24,12,13,12,13.25,0
1313,12,1,3,1,0,18,15,17,15,13.030555555555557,1
1314,14,1,6,1,0,18,12,17,9,12.166666666666668,0
1315,12,1,10,1,0,20,15,18,13,14.51,0
1316,6,1,5,1,0,19,10,21,7,11.875,0
1317,15,1,1,0,1,18,12,27,6,11.333333333333332,1
1318,11,1,6,1,1,19,12,25,7,11.5,1
1319,16,1,5,1,0,19,12,17,10,11.9,0
1320,10,1,10,1,0,18,12,12,12,12.25,0
1321,16,1,32,1,0,20,14,16,12,13.75,0
1322,12,1,10,1,1,18,16,16,16,13.76375,0
1323,13,1,6,1,1,19,14,19,12,12.6,0
1324,9,1,3,1,0,18,10,27,6,11.333333333333332,0
1325,12,1,10,1,0,18,14,14,12,14.333333333333334,0
1326,6,1,5,1,0,21,12,25,6,12.583333333333332,0
1327,11,1,1,0,0,19,12,27,1,5.0,1
1328,12,1,4,1,0,21,15,17,15,14.659236111111111,0
1329,6,1,3,1,0,18,12,31,7,12.625,0
1330,13,1,10,1,1,18,15,17,15,13.384027777777778,0
1331,12,1,4,1,0,18,15,16,15,13.84722222222222,0
1332,8,1,2,0,0,23,10,19,1,6.0,1
1333,10,1,8,1,0,20,12,22,7,11.6,0
1334,12,1,6,1,0,18,15,16,15,13.30952380952381,0
1335,16,1,3,1,0,19,12,17,10,11.7,0
1336,12,1,4,1,1,27,14,17,12,12.142857142857142,0
1337,9,1,10,0,1,19,10,10,9,12.4,0
1338,8,1,10,1,0,21,12,27,10,11.25,1
1339,12,1,8,1,1,19,16,16,14,11.4,0
1340,10,1,7,1,1,21,12,14,12,11.833333333333334,0
1341,15,1,10,1,0,18,12,17,9,12.5,0
1342,6,1,8,1,1,20,10,16,9,13.5,0
1343,16,1,10,1,1,18,12,17,10,13.25,0
1344,5,1,5,0,1,18,12,14,12,11.416666666666668,1
1345,6,1,5,1,0,18,12,17,12,13.666666666666668,0
1346,15,1,4,1,1,18,12,12,12,12.916666666666668,0
1347,12,1,8,1,1,19,14,17,12,12.77,0
1348,6,1,9,0,0,23,20,33,19,13.25,0
1349,6,1,5,1,1,24,12,18,12,12.666666666666668,0
1350,2,1,4,1,0,19,0,0,0,0.0,0
1351,12,1,10,1,0,18,16,16,14,15.657142857142857,0
1352,5,1,5,1,0,19,12,12,12,11.75,0
1353,16,1,5,1,0,19,12,0,0,0.0,1
1354,10,1,6,1,1,20,12,20,10,10.883333333333333,0
1355,6,1,5,1,0,20,12,21,11,13.047619047619047,0
1356,15,1,1,1,0,26,12,20,4,5.875,1
1357,11,1,10,0,0,36,10,15,0,0.0,1
1358,2,1,5,0,0,19,0,0,0,0.0,1
1359,7,1,10,0,0,27,10,0,0,0.0,1
1360,7,1,15,1,0,18,10,14,1,6.5,1
1361,12,1,10,1,1,18,16,16,14,13.331428571428573,0
1362,5,1,6,1,0,28,12,0,0,0.0,1
1363,2,1,10,1,0,21,0,0,0,0.0,0
1364,12,1,5,1,0,19,14,14,12,13.7,0
1365,14,1,4,0,0,26,10,10,0,0.0,1
1366,7,1,4,1,0,20,16,21,15,13.664772727272728,1
1367,12,1,10,1,0,19,16,16,14,12.2,0
1368,9,1,8,1,0,21,10,18,7,10.5,1
1369,14,1,10,1,1,23,12,14,11,12.928571428571429,0
1370,3,0,5,1,0,29,12,17,12,13.0,0
1371,12,1,10,1,0,20,16,16,14,15.028571428571428,0
1372,10,1,6,1,0,18,12,15,12,11.857142857142858,0
1373,15,1,4,1,0,19,12,16,10,12.2,0
1374,13,1,5,0,0,23,15,15,6,12.5,1
1375,2,1,6,1,0,21,0,0,0,0.0,1
1376,9,1,10,1,0,18,10,13,9,12.25,0
1377,2,1,8,1,1,18,0,0,0,0.0,0
1378,5,1,6,0,0,21,12,13,1,7.0,1
1379,10,1,6,1,0,22,12,13,0,0.0,1
1380,13,1,3,1,0,21,14,19,12,12.479166666666668,0
1381,12,1,10,0,0,32,15,0,0,0.0,1
1382,4,1,5,1,0,27,31,37,31,11.248987854251013,0
1383,12,1,10,1,0,18,14,14,12,13.35,0
1384,5,1,6,1,1,24,12,12,8,15.5,0
1385,8,1,2,1,0,22,10,14,2,5.25,1
1386,8,1,4,0,0,22,10,6,0,0.0,1
1387,9,1,10,1,0,19,10,14,10,12.541666666666668,0
1388,7,1,5,1,0,19,10,15,0,0.0,1
1389,6,1,4,1,0,21,10,22,7,11.05,0
1390,12,1,3,1,1,18,16,16,16,13.88125,0
1391,11,1,4,1,0,18,12,16,11,11.966666666666669,0
1392,2,1,10,1,0,20,0,0,0,0.0,1
1393,10,1,5,1,0,19,12,14,12,13.261904761904765,0
1394,15,1,29,1,0,19,12,12,11,12.05,0
1395,11,1,10,1,1,18,12,15,11,11.366666666666667,0
1396,8,1,4,1,0,20,12,21,12,13.166666666666668,0
1397,5,1,4,1,1,22,16,16,16,13.674603174603176,0
1398,13,1,10,1,0,31,14,21,13,12.030952380952382,0
1399,16,1,10,1,1,19,14,14,14,14.285714285714285,0
1400,2,1,4,1,0,18,0,0,0,0.0,0
1401,11,1,10,1,1,18,12,17,11,12.342857142857143,0
1402,6,1,2,1,0,21,10,12,10,14.1,0
1403,12,1,10,1,1,18,15,17,15,14.109375,0
1404,9,1,3,0,0,25,10,11,0,0.0,1
1405,7,1,6,1,0,21,11,13,0,0.0,1
1406,12,1,6,1,1,19,16,16,14,12.342857142857143,0
1407,15,1,10,1,0,19,12,13,10,11.5,0
1408,11,1,6,1,0,22,12,24,5,10.75,1
1409,9,1,10,1,0,19,10,13,10,11.1,0
1410,3,0,10,1,0,58,12,12,0,0.0,1
1411,10,1,10,1,1,19,12,14,10,11.625,0
1412,14,1,10,1,0,23,19,21,16,11.1,0
1413,15,1,10,1,1,19,12,22,7,11.333333333333332,0
1414,12,1,5,1,0,18,15,15,15,13.984821428571427,0
1415,6,1,12,1,0,20,10,14,9,12.466666666666669,0
1416,6,1,12,0,0,18,12,0,0,0.0,1
1417,14,1,6,1,0,18,12,14,11,13.633333333333333,0
1418,9,1,6,1,1,18,10,10,10,11.7,0
1419,8,1,10,1,0,24,12,19,11,12.702380952380953,1
1420,16,1,10,1,0,18,12,14,10,11.6,1
1421,9,1,6,1,1,19,10,16,8,12.133333333333333,0
1422,10,1,10,1,1,19,12,14,12,11.583333333333334,0
1423,11,1,7,1,0,18,12,12,12,11.083333333333332,0
1424,8,1,10,1,0,18,10,15,9,13.45,0
1425,2,1,6,1,1,19,0,0,0,0.0,0
1426,6,1,3,1,0,22,12,18,10,12.416666666666668,0
1427,11,1,2,1,0,19,12,25,7,13.45,0
1428,10,1,10,1,1,21,12,21,7,11.225,0
1429,15,1,10,1,1,21,12,13,11,12.916666666666668,0
1430,12,1,6,1,1,18,16,22,14,12.90857142857143,0
1431,16,1,5,1,0,20,12,23,5,11.0,1
1432,11,1,8,1,1,18,12,17,11,10.916666666666668,0
1433,5,1,5,1,0,19,12,15,12,15.583333333333334,0
1434,12,1,10,1,1,18,15,20,12,12.845833333333337,0
1435,9,1,4,0,0,26,13,13,8,13.5,1
1436,7,1,21,1,0,19,11,22,4,12.25,0
1437,3,0,10,1,0,35,12,13,12,12.333333333333332,0
1438,14,1,10,1,1,19,12,13,12,13.666666666666668,0
1439,6,1,10,1,0,18,10,16,9,12.160714285714285,0
1440,14,1,8,1,0,19,10,10,8,13.375,0
1441,2,1,10,1,0,25,34,41,34,11.833333333333332,0
1442,11,1,5,1,0,18,12,12,12,14.333333333333332,0
1443,4,1,10,0,0,26,12,18,0,0.0,1
1444,17,0,7,1,0,34,10,11,10,13.816666666666666,0
1445,11,1,5,0,0,18,10,11,0,0.0,1
1446,2,1,4,0,0,18,0,0,0,0.0,1
1447,7,1,5,1,1,18,10,18,7,12.291666666666668,1
1448,4,1,10,1,0,20,12,24,6,12.583333333333332,1
1449,5,1,5,1,0,25,16,18,15,12.563492063492063,0
1450,8,1,5,1,0,18,12,19,11,12.083333333333332,1
1451,4,1,10,1,0,19,24,38,23,12.153846153846152,0
1452,2,1,5,1,0,20,0,0,0,0.0,1
1453,10,1,6,1,1,20,13,15,12,11.583333333333332,0
1454,7,1,3,1,0,20,10,16,8,11.925,0
1455,9,1,5,1,1,19,10,10,0,0.0,1
1456,9,1,5,1,0,20,10,18,9,12.5,0
1457,12,1,4,1,0,18,15,20,12,13.009166666666667,0
1458,14,1,21,1,0,19,12,22,5,11.25,0
1459,9,1,8,0,0,20,10,5,0,0.0,1
1460,14,1,8,1,0,24,12,31,8,11.5,1
1461,4,1,10,1,0,20,12,19,11,12.57857142857143,0
1462,14,1,3,1,0,19,10,12,7,11.833333333333332,0
1463,7,1,5,1,0,23,10,18,3,11.5,1
1464,11,1,5,1,0,20,12,17,11,11.116666666666667,0
1465,3,0,1,1,0,21,22,28,19,12.602272727272728,0
1466,7,1,10,1,0,20,10,12,3,5.5,1
1467,7,1,5,1,0,21,10,17,8,13.725,0
1468,15,1,10,1,1,18,12,12,12,14.833333333333332,0
1469,11,1,5,1,0,18,12,14,12,13.0,0
1470,9,1,4,1,0,18,10,22,9,11.7,0
1471,4,1,8,1,0,20,12,23,9,11.55,0
1472,15,1,5,1,1,18,12,15,12,11.80952380952381,0
1473,15,1,1,1,0,19,12,12,0,0.0,1
1474,7,1,10,1,0,20,10,15,6,12.25,0
1475,8,1,5,1,0,19,10,20,9,12.3,0
1476,17,0,10,1,0,33,10,20,4,12.0,1
1477,2,1,4,1,0,21,23,28,23,13.333333333333332,0
1478,4,1,5,0,0,25,12,30,2,7.25,1
1479,6,1,5,1,1,20,12,18,4,6.6,1
1480,6,1,10,1,1,22,15,25,10,13.483333333333334,1
1481,15,1,10,1,0,39,12,16,10,11.291666666666668,0
1482,14,1,3,1,1,21,12,15,12,14.797619047619047,0
1483,11,1,10,1,1,19,12,15,10,12.283333333333331,0
1484,12,1,10,1,1,26,14,16,12,10.983333333333334,0
1485,10,1,5,1,1,19,12,19,9,11.125,0
1486,6,1,5,0,1,20,21,28,18,13.835164835164836,0
1487,14,1,5,1,1,25,12,18,11,11.742857142857144,0
1488,3,0,9,1,0,24,12,19,0,0.0,1
1489,7,1,5,1,0,20,10,16,9,13.916666666666668,0
1490,4,1,10,1,0,29,12,16,12,14.805555555555555,0
1491,15,1,10,1,0,20,12,16,12,11.25,0
1492,8,1,3,1,0,20,12,27,6,10.625,1
1493,14,1,6,1,1,24,12,18,9,12.3,0
1494,12,1,3,1,0,24,14,28,0,0.0,1
1495,7,1,3,1,0,23,10,12,10,13.971428571428572,0
1496,13,1,6,1,0,20,15,16,15,14.13660714285714,0
1497,14,1,5,1,0,19,12,16,11,13.428571428571429,0
1498,4,1,10,1,0,28,12,22,11,12.166666666666668,0
1499,4,1,5,1,1,20,12,18,11,13.022222222222222,0
1500,5,1,4,1,0,18,12,13,12,13.928571428571429,0
1501,14,1,12,1,0,20,12,10,1,6.0,1
1502,17,0,6,1,0,33,10,11,10,14.016666666666666,0
1503,12,1,29,1,0,35,14,20,10,12.09,0
1504,12,1,10,1,0,27,16,24,14,12.457142857142856,0
1505,15,1,8,0,0,19,12,24,6,11.5,1
1506,17,0,10,1,1,31,10,23,8,10.5,0
1507,2,1,8,1,0,19,0,0,0,0.0,0
1508,5,1,8,1,0,22,25,26,25,13.5,0
1509,12,1,7,1,0,39,15,0,0,0.0,1
1510,11,1,5,0,0,22,7,1,0,0.0,1
1511,17,0,10,1,0,47,10,16,8,11.25,0
1512,2,1,6,1,1,19,0,0,0,0.0,0
1513,11,1,10,1,0,19,12,12,12,13.916666666666668,0
1514,12,1,10,1,0,19,15,0,0,0.0,1
1515,2,1,10,1,1,21,34,36,34,14.13888888888889,0
1516,12,1,5,0,0,39,15,0,0,0.0,1
1517,2,1,5,1,0,19,23,24,23,13.583333333333334,0
1518,2,1,10,1,1,20,0,0,0,0.0,0
1519,9,1,10,0,0,24,10,10,0,0.0,1
1520,17,0,10,1,0,27,10,14,1,5.0,1
1521,17,0,10,1,0,29,10,10,10,15.2,0
1522,6,1,10,1,0,20,12,29,4,6.4,1
1523,14,1,8,1,0,21,10,12,9,11.083333333333332,1
1524,2,1,3,1,0,18,0,0,0,0.0,0
1525,12,1,5,1,0,19,16,18,14,12.828571428571427,0
1526,15,1,6,0,0,19,12,16,10,12.55,1
1527,7,1,10,1,1,28,10,22,6,11.2,0
1528,11,1,10,0,0,21,12,16,10,12.375,0
1529,12,1,3,0,0,23,16,22,14,11.328571428571427,1
1530,4,1,10,1,0,39,12,28,5,13.0,0
1531,12,1,10,1,0,18,14,14,12,13.033333333333331,0
1532,15,1,10,1,0,59,12,15,10,11.958333333333332,0
1533,7,1,3,1,0,30,10,16,7,15.35,0
1534,6,1,10,1,0,18,10,12,10,14.0,0
1535,17,0,10,1,0,41,13,19,10,12.375,0
1536,12,1,10,1,0,27,14,28,0,0.0,1
1537,10,1,10,1,1,18,12,12,12,12.333333333333332,0
1538,16,1,8,0,0,20,12,28,5,11.833333333333332,1
1539,7,1,5,0,0,32,10,11,0,0.0,1
1540,9,1,4,1,0,19,10,15,7,11.233333333333334,1
1541,16,1,8,1,0,41,12,0,0,0.0,1
1542,3,0,12,1,0,38,10,22,1,5.0,1
1543,8,1,5,1,0,35,13,17,0,0.0,1
1544,3,0,1,1,0,27,12,27,7,12.125,1
1545,5,1,5,1,0,19,12,16,10,12.25,0
1546,15,1,10,0,0,18,12,13,10,12.2,0
1547,17,0,1,0,0,39,10,10,0,0.0,1
1548,11,1,10,0,0,37,10,15,0,0.0,1
1549,12,1,10,0,0,37,16,16,0,0.0,1
1550,3,0,1,1,1,35,29,29,29,12.34375,0
1551,9,1,10,1,0,49,22,40,16,10.533333333333331,0
1552,9,1,10,1,0,52,27,42,26,10.694871794871796,0
1553,6,1,6,1,0,18,10,18,10,13.666666666666668,0
1554,3,0,10,1,1,30,13,14,12,14.5,0
1555,12,1,3,1,0,21,15,15,15,13.533482142857142,0
1556,7,1,10,1,0,20,10,5,0,0.0,1
1557,9,1,7,1,0,18,10,14,0,0.0,0
1558,2,1,10,1,0,19,0,0,0,0.0,1
1559,12,1,3,1,0,18,16,16,16,13.24875,0
1560,1,1,3,1,0,20,14,17,11,12.803571428571429,0
1561,8,1,6,1,0,21,12,22,9,13.925,0
1562,9,1,4,1,1,22,10,14,8,13.2,0
1563,8,1,6,0,0,20,12,22,5,11.5,0
1564,6,1,4,1,0,20,12,17,10,13.583333333333332,0
1565,10,1,8,1,1,19,12,15,12,12.895833333333332,0
1566,12,1,10,1,1,18,15,17,15,15.230555555555554,0
1567,9,1,5,1,0,21,10,15,9,11.075,0
1568,13,1,10,1,0,19,14,22,2,5.833333333333333,0
1569,8,1,10,1,0,37,12,0,0,0.0,1
1570,3,0,10,1,0,45,19,26,19,13.928571428571429,0
1571,4,1,10,0,0,38,12,18,0,0.0,1
1572,17,0,12,0,0,55,10,10,0,0.0,1
1573,4,1,10,0,0,28,12,28,9,12.375,1
1574,17,0,7,1,0,46,17,23,13,12.3875,0
1575,2,1,5,1,0,22,0,0,0,0.0,0
1576,14,1,10,1,0,46,12,19,9,12.575,1
1577,17,0,6,1,0,28,10,16,8,12.125,0
1578,6,1,10,0,0,18,10,15,6,12.5,1
1579,2,1,10,1,1,18,0,0,0,0.0,0
1580,15,1,10,1,1,21,12,12,12,13.833333333333332,0
1581,5,1,5,1,0,18,12,22,5,11.0,0
1582,17,0,4,1,0,34,10,19,1,5.5,1
1583,16,1,10,1,1,21,12,17,10,11.6,1
1584,15,1,10,1,1,18,12,15,11,13.0,0
1585,2,1,10,1,0,20,0,0,0,0.0,0
1586,9,1,8,1,0,18,10,16,8,12.125,0
1587,7,1,4,1,0,21,10,20,8,10.983333333333334,0
1588,11,1,6,1,0,19,12,24,3,11.25,1
1589,3,0,5,1,0,22,12,13,12,12.416666666666666,0
1590,4,1,5,1,0,23,12,14,1,5.5,1
1591,2,1,3,1,0,19,0,0,0,0.0,1
1592,9,1,6,1,0,18,10,18,6,10.916666666666668,0
